HTS Code,Material,Classification,Chapter,Chapter Description,Declaration Required,Notes
8211.10.00,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.10,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.20,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.25,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.30,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.40,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.50,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.91.80,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.92.20,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.92.40,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.92.60,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.92.90,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.93.00,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.94.10,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.94.50,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.95.10,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.95.50,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8211.95.90,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.10.00,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.20.00,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.91.30,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.91.60,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.91.90,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.01,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.05,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.10,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.15,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.20,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.22,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.24,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.26,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.30,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.35,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.40,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.45,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8215.99.50,Steel,Derivative Steel Article (Other Chapters),82,Chapter 82: Non-Steel/Aluminum Chapter,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8302.10.60,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8302.41.30,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8302.41.60,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8302.42.30,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8302.49.60,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8305.20.00,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8307.10.60,Steel,Derivative Steel Article (Other Chapters),83,Chapter 83: Miscellaneous articles of base metal,08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8401.40.0000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8403.10.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8406.90.4000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8407.21.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8407.90.10,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8407.90.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8408.20.10,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8408.20.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8409.91.50,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8409.91.92,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8409.91.99,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8409.99.91,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8409.99.92,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8409.99.99,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8410.90.0000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8411.81.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8412.21.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8412.29.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8412.90.9070,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8412.90.9075,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8413.81.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8413.91.9055,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8413.91.9060,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8413.91.9096,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8414.30.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8414.80.16,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8414.90.30,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8414.90.41,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.10.30,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.10.60,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.10.90,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.81.01,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.82.01,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.83.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.90.40,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8415.90.80,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8417.90.0000,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
8418.10.00,Steel,Derivative Steel Article (Other Chapters),84,"Chapter 84: Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",08 - MELT & POUR,Section 232 Steel Tariff - Subject to 25% or 50% additional duty
